Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,27/20,2/4,16/12,-,-,9/4
2024,12/9,2/4,6/5,-,-,4/0
2023,0/1,-,0/1,-,-,-
2022,15/9,-,10/5,-,-,5/4
2021,0/1,-,0/1,-,-,-
