Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,19/14,3/2,16/12,-,-,-
2024,6/2,-,6/2,-,-,-
2023,3/3,0/1,3/2,-,-,-
2022,1/1,-,1/1,-,-,-
2019,2/2,-,2/2,-,-,-
2018,4/4,-,4/4,-,-,-
2017,3/2,3/1,0/1,-,-,-
