Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,213/181,117/105,85/51,11/24,0/1,-
2024,20/26,11/16,9/8,0/2,-,-
2023,37/21,13/9,19/9,5/3,-,-
2022,16/10,9/6,6/3,1/1,-,-
2021,19/16,1/4,18/10,0/1,0/1,-
2020,14/11,4/6,10/5,-,-,-
2019,26/20,16/10,9/6,1/4,-,-
2018,34/24,18/14,13/8,3/2,-,-
2017,19/22,18/16,1/2,0/4,-,-
2016,18/23,17/17,-,1/6,-,-
2015,10/7,10/6,-,0/1,-,-
2013,0/1,0/1,-,-,-,-
