Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,36/39,8/15,26/20,2/4,-,-
2024,10/13,0/6,8/5,2/2,-,-
2023,14/15,4/6,10/7,0/2,-,-
2022,8/8,4/3,4/5,-,-,-
2021,4/3,-,4/3,-,-,-
