Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,29/23,16/11,10/11,3/1,-,-
2024,9/3,4/1,2/1,3/1,-,-
2023,5/8,2/1,3/7,-,-,-
2022,10/4,6/3,4/1,-,-,-
2021,5/6,4/4,1/2,-,-,-
2019,0/2,0/2,-,-,-,-
