Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,85/73,19/30,56/35,9/7,1/1,-
2024,28/22,6/9,14/6,7/6,1/1,-
2023,17/19,10/11,5/7,2/1,-,-
2022,24/22,1/5,23/17,-,-,-
2021,11/6,0/3,11/3,-,-,-
2019,5/3,2/2,3/1,-,-,-
2018,0/1,-,0/1,-,-,-
