Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
22.08.,Bielinskyi V.,2,,,,,,"['4', '2', '6', '2']","['2', '0', '4', '0', '6', '2']",[],[],[],1.40
22.08.,Vasa E.,0,,,,,,[],"['2', '5']",[],[],[],2.77
21.08.,Vasa E.,2,,,,,,"['3', '2']","['2', '0', '5', '1']",[],[],[],1.63
21.08.,Dominko S.,0,,,,,,"['3', '3']",[],[],[],[],2.16
19.08.,Vasa E.,2,,,,,,"['2', '3', '6', '5']","['1', '0', '3', '0']",[],[],[],17.0
19.08.,Talan Lopatic L.,0,,,,,,"['2', '0']",[],[],[],[],1.58
12.08.,Forti F.,2,,,,,,7,1,70%,87% (27/31),77% (10/13),100% (2/2),31% (8/26),52% (15/29),60% (3/5),18,10,100% (2/2),84% (37/44),42% (23/55),61% (60/99),8,0,100% (9/9),33% (3/9),67% (12/18),"['5', '3']","['3', '2', '6', '3']",[],[],[],20.5
12.08.,Vasa E.,0,,,,,,4,4,47%,69% (18/26),48% (14/29),40% (2/5),13% (4/31),23% (3/13),0% (0/2),15,28,50% (4/8),58% (32/55),16% (7/44),39% (39/99),2,0,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],1.58
11.08.,Vasa E.,2,,,,,,7,3,48%,82% (27/33),61% (22/36),25% (1/4),42% (22/53),54% (20/37),43% (6/14),28,43,62% (8/13),71% (49/69),47% (42/90),57% (91/159),6,0,79% (11/14),43% (6/14),61% (17/28),"['1', '0']","['2', '3', '4', '3', '6', '3']","['2', '0', '4', '0']",[],[],20.0
11.08.,de Marchi A.,1,,,,,,0,4,59%,58% (31/53),46% (17/37),57% (8/14),18% (6/33),39% (14/36),75% (3/4),6,40,50% (1/2),53% (48/90),29% (20/69),43% (68/159),4,0,57% (8/14),21% (3/14),39% (11/28),"['2', '2', '7', '5']","['2', '0']",[],[],[],1.70
10.08.,Vasa E.,2,,,,,,9,3,64%,71% (29/41),65% (15/23),100% (2/2),41% (13/32),41% (9/22),50% (3/6),18,22,100% (3/3),69% (44/64),41% (22/54),56% (66/118),6,0,100% (9/9),33% (3/9),67% (12/18),"['1', '0', '4', '1']","['2', '1']",[],[],[],-
10.08.,Betti E.,0,,,,,,2,4,59%,59% (19/32),59% (13/22),50% (3/6),29% (12/41),35% (8/23),0% (0/2),4,14,0% (0/0),59% (32/54),31% (20/64),44% (52/118),4,3,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],-
29.07.,Martin A.,2,,,,,,7,6,57%,75% (47/63),58% (28/48),71% (5/7),26% (15/58),49% (19/39),80% (4/5),68% (75/111),35% (34/97),52% (109/208),7,0,88% (14/16),25% (4/16),56% (18/32),"['2', '1']","['5', '3']","['3', '2', '5', '2']",[],[],1.63
29.07.,Vasa E.,1,,,,,,6,5,60%,74% (43/58),51% (20/39),20% (1/5),25% (16/63),42% (20/48),29% (2/7),65% (63/97),32% (36/111),48% (99/208),3,1,75% (12/16),13% (2/16),44% (14/32),"['4', '4']","['4', '5']",[],[],[],2.19
28.07.,Vasa E.,2,,,,,,1,0,52%,78% (18/23),71% (15/21),100% (1/1),50% (9/18),52% (11/21),67% (4/6),75% (33/44),51% (20/39),64% (53/83),6,0,100% (8/8),57% (4/7),80% (12/15),"['4', '2', '6', '2']","['2', '0', '4', '0']",[],[],[],1.51
28.07.,Milev Y.,0,,,,,,2,4,46%,50% (9/18),48% (10/21),33% (2/6),22% (5/23),29% (6/21),0% (0/1),49% (19/39),25% (11/44),36% (30/83),4,0,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],2.46
27.07.,Vasa E.,2,,,,,,4,2,49%,95% (18/19),75% (15/20),0% (0/0),52% (14/27),47% (9/19),100% (4/4),85% (33/39),50% (23/46),66% (56/85),5,0,100% (8/8),57% (4/7),80% (12/15),"['3', '1', '5', '1']","['1', '0', '4', '1']",[],[],[],1.36
27.07.,Petak D.,0,,,,,,1,3,59%,48% (13/27),53% (10/19),0% (0/4),5% (1/19),25% (5/20),0% (0/0),50% (23/46),15% (6/39),34% (29/85),5,1,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],2.99
21.07.,Ferreira Silva F.,2,,,,,,6,4,58%,84% (31/37),63% (17/27),0% (0/1),24% (9/37),44% (15/34),33% (2/6),75% (48/64),34% (24/71),53% (72/135),5,0,91% (10/11),20% (2/10),57% (12/21),"['1', '0']","['4', '2']",[],[],[],1.47
21.07.,Vasa E.,0,,,,,,5,1,52%,76% (28/37),56% (19/34),67% (4/6),16% (6/37),37% (10/27),100% (1/1),66% (47/71),25% (16/64),47% (63/135),5,0,80% (8/10),9% (1/11),43% (9/21),"['3', '3']",[],[],[],[],2.56
13.07.,Vasa E.,2,,,,,,"['3', '1', '6', '2']","['2', '0', '6', '2']",[],[],[],2.37
13.07.,Berkieta T.,0,,,,,,[],[],[],[],[],1.53
12.07.,Vasa E.,2,,,,,,"['5', '4']",[],"['2', '0', '5', '3']",[],[],1.41
12.07.,Gobat A.,1,,,,,,"['5', '5']","['2', '1', '4', '1']","['2', '3']",[],[],2.73
11.07.,Vasa E.,2,,,,,,"['1', '0', '5', '2']","['2', '1', '5', '4']",[],[],[],1.45
11.07.,Mashtakov N.,0,,,,,,[],"['4', '4']",[],[],[],2.59
10.07.,Vasa E.,2,,,,,,"['3', '1']","['1', '0', '3', '0']",[],[],[],1.37
10.07.,Orlikowski A.,0,,,,,,[],[],[],[],[],2.89
10.07.,Vasa E.,2,,,,,,"['3', '2', '5', '2']","['3', '2']","['4', '3', '6', '3']",[],[],1.21
10.07.,Slavic N.,1,,,,,,[],"['4', '4', '6', '4']",[],[],[],4.04
13.06.,Planinsek F. J.,2,,,,,,"['4', '2', '6', '2']",[],"['3', '4', '6', '5']",[],[],1.85
13.06.,Vasa E.,1,,,,,,[],"['4', '3', '6', '3']","['2', '0']",[],[],1.85
12.06.,Vasa E.,2,,,,,,"['1', '0', '4', '3']",[],"['3', '1', '5', '3']",[],[],1.61
12.06.,Overbeck C. E.,1,,,,,,"['3', '3']","['2', '0', '4', '0']","['2', '3']",[],[],2.20
11.06.,Vasa E.,2,,,,,,"['2', '1']","['3', '4']","['2', '0']",[],[],-
11.06.,Hede L.,1,,,,,,[],"['2', '0', '5', '3']",[],[],[],-
06.06.,Manzanera Pertusa A.,2,,,,,,[],"['2', '1']",[],[],[],-
06.06.,Vasa E.,0,,,,,,[],[],[],[],[],-
05.06.,Vasa E.,2,,,,,,"['4', '2']","['3', '4', '5', '4']",[],[],[],1.55
05.06.,Curras Abasolo T.,0,,,,,,[],"['2', '0']",[],[],[],2.32
03.06.,Vasa E.,2,,,,,,"['1', '0', '3', '0', '5', '0']","['1', '0', '3', '0', '6', '1']",[],[],[],1.05
03.06.,Lopez Escribano A.,0,,,,,,[],[],[],[],[],7.60
25.05.,Gentzsch T.,2,,,,,,"['5', '3']","['6', '5']",[],[],[],1.57
25.05.,Vasa E.,0,,,,,,[],[],[],[],[],2.28
24.05.,Vasa E.,2,,,,,,"['1', '0', '3', '0', '5', '0']","['1', '0', '3', '0', '5', '0']",[],[],[],1.92
