Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,265/227,220/187,45/39,0/1,-,-
2024,22/24,20/20,2/4,-,-,-
2023,42/27,31/20,11/7,-,-,-
2022,34/25,24/18,10/7,-,-,-
2021,9/6,9/5,0/1,-,-,-
2020,16/12,16/12,-,-,-,-
2019,38/31,33/28,5/3,-,-,-
2018,24/27,23/25,1/2,-,-,-
2017,38/29,34/24,4/5,-,-,-
2016,29/24,20/17,9/7,-,-,-
2015,8/13,6/11,2/2,-,-,-
2014,5/6,4/4,1/1,0/1,-,-
2013,0/3,0/3,-,-,-,-
