Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,168/128,25/21,142/105,1/1,-,0/1
2024,33/19,5/1,28/18,-,-,-
2023,40/23,4/1,36/21,-,-,0/1
2022,10/10,-,10/10,-,-,-
2020,0/1,-,0/1,-,-,-
2019,19/23,3/5,15/17,1/1,-,-
2018,13/18,1/3,12/15,-,-,-
2017,29/16,3/4,26/12,-,-,-
2016,22/17,9/7,13/10,-,-,-
2015,2/1,-,2/1,-,-,-
