Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
CHALLENGER MEN - SINGLES :  Mauthausen (Austria),clay,header
29.04. 17:30,Blockx A.,2,7,7,,,,2,1,63%,73% (33/45),67% (18/27),88% (7/8),30% (13/44),55% (17/31),50% (3/6),71% (51/72),40% (30/75),55% (81/147),8,0,92% (11/12),25% (3/12),58% (14/24),[],[],[],[],[],1.72
29.04. 17:30,Fatic N.,0,5,5,,,,1,3,59%,70% (31/44),45% (14/31),50% (3/6),27% (12/45),33% (9/27),13% (1/8),60% (45/75),29% (21/72),45% (66/147),2,0,75% (9/12),8% (1/12),42% (10/24),[],[],[],[],[],2.03
CHALLENGER MEN - SINGLES :  Oeiras 3 (Portugal),clay,header
15.04. 22:45,Blockx A.,0,4,3,,,,2,2,69%,71% (27/38),41% (7/17),63% (5/8),41% (18/44),36% (10/28),14% (1/7),62% (34/55),39% (28/72),49% (62/127),5,1,67% (6/9),10% (1/10),37% (7/19),[],[],[],[],[],2.94
15.04. 22:45,Safiullin R.,2,6,6,,,,4,0,61%,59% (26/44),64% (18/28),86% (6/7),29% (11/38),59% (10/17),38% (3/8),61% (44/72),38% (21/55),51% (65/127),5,0,90% (9/10),33% (3/9),63% (12/19),[],[],[],[],[],1.37
CHALLENGER MEN - SINGLES :  Madrid (Spain),clay,header
07.04. 18:10,Blockx A.,0,1,4,,,,4,2,57%,67% (16/24),44% (8/18),25% (1/4),17% (4/23),22% (5/23),0% (0/0),57% (24/42),20% (9/46),38% (33/88),5,1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],3.90
07.04. 18:10,Coric B.,2,6,6,,,,4,2,50%,83% (19/23),78% (18/23),0% (0/0),33% (8/24),56% (10/18),75% (3/4),80% (37/46),43% (18/42),63% (55/88),5,0,100% (9/9),38% (3/8),71% (12/17),[],[],[],[],[],1.23
ATP - SINGLES :  Miami (USA),hard,header
20.03. 01:25,Blockx A.,0,6^5,4,,,,4,3,72%,69% (36/52),50% (10/20),0% (0/2),186 km/h,175 km/h,29% (15/52),43% (15/35),13% (1/8),23,48,81% (21/26),64% (46/72),34% (30/87),48% (76/159),2,0,82% (9/11),9% (1/11),45% (10/22),[],[],[],[],[],2.22
20.03. 01:25,Moutet C.,2,7^7,6,,,,0,1,60%,71% (37/52),57% (20/35),88% (7/8),170 km/h,172 km/h,31% (16/52),50% (10/20),100% (2/2),16,25,71% (12/17),66% (57/87),36% (26/72),52% (83/159),8,0,91% (10/11),18% (2/11),55% (12/22),[],[],[],[],[],1.67
ATP - SINGLES :  Miami (USA) - Qualification,hard,header
18.03. 20:35,Blockx A.,2,6,6,,,,5,0,66%,72% (36/50),54% (14/26),100% (5/5),183 km/h,163 km/h,27% (13/49),67% (18/27),15% (2/13),22,21,83% (5/6),63% (44/70),42% (30/71),52% (74/141),6,0,100% (10/10),20% (2/10),60% (12/20),[],[],[],[],[],1.90
18.03. 20:35,Atmane T.,0,4,4,,,,1,7,64%,73% (36/49),33% (9/27),85% (11/13),173 km/h,131 km/h,28% (14/50),46% (12/26),0% (0/5),23,36,50% (10/20),58% (41/71),37% (26/70),48% (67/141),4,0,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],1.90
17.03. 20:40,Blockx A.,2,3,6,6,,,5,4,68%,74% (40/54),52% (13/25),33% (1/3),181 km/h,152 km/h,25% (13/51),50% (16/32),38% (3/8),34,26,50% (6/12),67% (53/79),35% (29/83),51% (82/162),8,0,86% (12/14),21% (3/14),54% (15/28),[],[],[],[],[],1.98
