Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,109/83,30/24,70/48,6/8,3/3,-
2024,33/15,15/5,17/9,1/1,-,-
2023,10/23,4/8,2/11,1/1,3/3,-
2022,39/20,9/4,28/12,2/4,-,-
2021,12/16,1/5,9/9,2/2,-,-
2020,3/1,-,3/1,-,-,-
2019,11/6,-,11/6,-,-,-
2018,1/2,1/2,-,-,-,-
