Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,78/66,58/51,13/12,7/3,-,-
2024,28/14,26/12,-,2/2,-,-
2023,16/13,10/10,2/2,4/1,-,-
2022,25/23,18/20,7/3,-,-,-
2021,8/15,4/8,4/7,-,-,-
2020,0/1,0/1,-,-,-,-
2017,1/0,-,-,1/0,-,-
