Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,56/55,7/4,40/44,9/5,-,0/2
2024,21/20,-,21/20,-,-,-
2023,14/13,-,9/11,5/2,-,-
2022,0/3,-,0/1,-,-,0/2
2021,8/6,7/4,0/1,1/1,-,-
2020,1/1,-,-,1/1,-,-
2019,9/8,-,9/8,-,-,-
2018,3/4,-,1/3,2/1,-,-
