Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,50/53,44/48,6/5,-,-,-
2024,28/24,24/21,4/3,-,-,-
2023,16/21,14/19,2/2,-,-,-
2022,6/8,6/8,-,-,-,-
