Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,118/101,86/66,13/13,6/7,-,13/15
2024,13/11,9/8,2/2,2/1,-,-
2023,23/18,12/6,7/5,0/2,-,4/5
2022,13/13,1/1,1/1,2/1,-,9/10
2021,14/8,13/6,1/2,-,-,-
2020,2/1,2/1,-,-,-,-
2019,9/4,9/4,-,-,-,-
2018,4/7,2/6,2/1,-,-,-
2017,18/14,17/12,0/1,1/1,-,-
2016,20/21,20/20,0/1,-,-,-
2015,2/3,1/2,-,1/1,-,-
2014,0/1,-,-,0/1,-,-
