Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,24/16,17/11,4/3,3/2,-,-
2024,16/4,12/2,4/2,-,-,-
2023,3/6,3/5,0/1,-,-,-
2022,2/4,1/3,-,1/1,-,-
2021,3/2,1/1,-,2/1,-,-
