Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,301/215,259/178,42/33,0/1,0/3,-
2024,22/26,22/25,-,-,0/1,-
2023,26/24,26/19,0/4,-,0/1,-
2022,29/29,26/24,3/4,-,0/1,-
2021,31/24,14/17,17/7,-,-,-
2020,12/17,7/11,5/5,0/1,-,-
2019,53/28,50/24,3/4,-,-,-
2018,44/27,43/26,1/1,-,-,-
2017,54/28,41/20,13/8,-,-,-
2016,18/5,18/5,-,-,-,-
2015,9/5,9/5,-,-,-,-
2014,3/2,3/2,-,-,-,-
