Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,24/19,14/14,10/4,0/1,-,-
2024,10/12,5/9,5/2,0/1,-,-
2023,9/5,4/3,5/2,-,-,-
2022,5/2,5/2,-,-,-,-
