Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,103/101,100/94,3/7,-,-,-
2024,13/15,13/14,0/1,-,-,-
2023,14/16,14/16,-,-,-,-
2022,22/14,21/12,1/2,-,-,-
2021,7/5,7/5,-,-,-,-
2020,0/2,0/2,-,-,-,-
2019,18/11,18/9,0/2,-,-,-
2018,16/13,14/12,2/1,-,-,-
2017,5/12,5/11,0/1,-,-,-
2016,6/7,6/7,-,-,-,-
2015,2/5,2/5,-,-,-,-
2014,0/1,0/1,-,-,-,-
