Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,155/105,89/65,48/25,13/12,-,5/3
2024,1/7,1/7,-,-,-,-
2023,30/25,14/15,9/3,6/6,-,1/1
2022,41/23,31/17,3/3,4/2,-,3/1
2020,2/3,-,1/3,-,-,1/0
2019,49/25,28/13,20/9,1/2,-,0/1
2018,22/14,7/7,15/7,-,-,-
2017,2/2,2/2,-,-,-,-
2015,3/1,3/1,-,-,-,-
2014,4/3,2/1,-,2/2,-,-
2013,1/2,1/2,-,-,-,-
